id,SalePrice
1461,11.70783808968768
1462,11.980669692264138
1463,12.143674378784256
1464,12.20966696795673
1465,12.202475851500624
1466,12.056130653912524
1467,12.076683354575028
1468,11.98297943324716
1469,12.204219146118863
1470,11.703065709067669
1471,12.036796300733808
1472,11.47445393616706
1473,11.462725659640643
1474,11.884435373385312
1475,11.585988286486446
1476,12.800840360312645
1477,12.44685527046879
1478,12.656420909463098
1479,12.619158064724962
1480,13.11882870349939
1481,12.701121394491805
1482,12.249029659416614
1483,12.12006577541492
1484,11.982195956744688
1485,12.142425205710106
1486,12.150555620260754
1487,12.749433334983877
1488,12.338493244210625
1489,12.17929359841225
1490,12.432446986843152
1491,12.188347610649897
1492,11.487454204051991
1493,12.09940869202887
1494,12.625923793418183
1495,12.574085882318222
1496,12.358238534203212
1497,12.123061945658373
1498,12.162365596521207
1499,12.04313927418001
1500,11.981420023831044
1501,12.089874958189823
1502,11.844469749761167
1503,12.680360012640826
1504,12.385856596921453
1505,12.342236172369303
1506,12.162186857782414
1507,12.409355868583095
1508,12.208252728809878
1509,11.956101879190514
1510,11.888275663816973
1511,12.038714605584609
1512,12.052154235865242
1513,11.892690347280508
1514,11.973734635220504
1515,12.133998931012648
1516,11.939563430746912
1517,12.073310071450525
1518,11.778640518599154
1519,12.243583620428577
1520,11.741173897881655
1521,11.806445179661218
1522,12.077697147359585
1523,11.668680768005325
1524,11.756279096625065
1525,11.6773637276653
1526,11.624293549241559
1527,11.602436702178736
1528,11.793734533519457
1529,11.969104821721716
1530,12.165657581336621
1531,11.603927632745341
1532,11.43024854985654
1533,11.944117935809164
1534,11.743458759234539
1535,11.899310441450483
1536,11.555726283748156
1537,10.98938367949036
1538,11.925885321439031
1539,12.172484390427845
1540,11.34835955667267
1541,11.854553184455341
1542,11.965761881524205
1543,12.09148622646135
1544,11.339788892935525
1545,11.667499829349788
1546,11.82533090558785
1547,11.802414611675765
1548,11.856959787868629
1549,11.704029481225762
1550,11.826089452140522
1551,11.536046582172917
1552,11.850070740374647
1553,11.885025395009523
1554,11.650216936123872
1555,12.023978479014417
1556,11.327121484840255
1557,11.722385904296218
1558,11.5648342752698
1559,10.991894282859839
1560,11.765517315081652
1561,11.736477812589074
1562,11.779070218918946
1563,11.699850052122748
1564,11.979764469932483
1565,11.965437519868495
1566,12.37873043943314
1567,11.272181938978235
1568,12.383673376684984
1569,11.838326814922198
1570,11.781416527786499
1571,11.617252292708843
1572,11.863162180207006
1573,12.339041673013403
1574,11.6940772964762
1575,12.391464814903362
1576,12.350438646876409
1577,12.074955292617389
1578,11.898173404493221
1579,11.931705574958828
1580,12.179362372601213
1581,11.971253867201128
1582,11.741765472485097
1583,12.564754856844626
1584,12.277534968734464
1585,11.802832809452912
1586,11.252533922709643
1587,11.596658934513092
1588,11.893857470099881
1589,11.500004824774248
1590,11.751630956606638
1591,11.439660358051139
1592,11.706352376963288
1593,11.767434887163173
1594,11.769968582030149
1595,11.646383567568224
1596,12.287990734642515
1597,12.242340963301691
1598,12.351453604554731
1599,12.04530104855933
1600,11.98552729115535
1601,11.08145943299204
1602,11.686884981787223
1603,11.042525040978392
1604,12.475743025375694
1605,12.34223914934535
1606,12.001058558907825
1607,12.0721034511485
1608,12.287353039275736
1609,12.109284186090814
1610,11.935986671930419
1611,11.819414650324923
1612,12.064355474334945
1613,12.020717502707571
1614,11.731881536950837
1615,11.43001364605809
1616,11.276905207797268
1617,11.425355759058426
1618,11.839792348837879
1619,11.846264762297409
1620,11.910057612532057
1621,11.803414878070896
1622,11.891270248218586
1623,12.413278575765988
1624,12.217872267925493
1625,11.654888921412432
1626,12.03560231962365
1627,12.183842558365797
1628,12.52541709563341
1629,12.100707401045963
1630,12.789142672786081
1631,12.398663641676553
1632,12.465376405403234
1633,12.041091711241496
1634,12.12829712180895
1635,12.063007443458734
1636,11.926549763301752
1637,12.257149279185052
1638,12.108539074481483
1639,12.139559239478737
1640,12.378319986908833
1641,12.117695432817351
1642,12.433213849904089
1643,12.320348104569199
1644,12.418799427169994
1645,12.219685659317165
1646,11.950547900908083
1647,11.976353868880448
1648,11.764276166904827
1649,11.844338785949542
1650,11.626617903470002
1651,11.677413386223307
1652,11.48305688524937
1653,11.495131306860246
1654,11.895147232554898
1655,11.767594385688387
1656,11.867685044036579
1657,11.935325134954862
1658,11.899682310795246
1659,11.678495382963563
1660,11.948649569169962
1661,13.019916013314418
1662,12.906517547970946
1663,12.858906291809976
1664,13.272635382433378
1665,12.658796693784534
1666,12.649151838163224
1667,12.882261595570071
1668,12.761458184057853
1669,12.657963785935493
1670,12.786367229446487
1671,12.506522944821409
1672,12.957867363555614
1673,12.57887226138691
1674,12.391603173665946
1675,12.214067724103986
1676,12.199179462035017
1677,12.324794531131985
1678,13.054518500783598
1679,12.90587909629356
1680,12.707884637025678
1681,12.429486808052642
1682,12.702995874036805
1683,12.13498550233924
1684,12.054684453115149
1685,12.052595514154852
1686,12.021354960509
1687,12.023056115856996
1688,12.124246388731631
1689,12.145013512323757
1690,12.168245096208025
1691,12.11408950511251
1692,12.428955977966805
1693,12.014691823893951
1694,12.121415255191726
1695,12.008083828975673
1696,12.541001987438698
1697,12.038267603585275
1698,12.752942084043058
1699,12.669339353109796
1700,12.481497230319146
1701,12.519093790402561
1702,12.408245053618085
1703,12.400250987590772
1704,12.505626233738234
1705,12.36204847950225
1706,12.335577125164594
1707,12.235225772539179
1708,12.224465349747788
1709,12.468954561479343
1710,12.291568263604454
1711,12.538325815952096
1712,12.447471420859026
1713,12.565799342307546
1714,12.361530031109961
1715,12.261550696416913
1716,12.126089741280763
1717,12.062194342483158
1718,11.860237564700881
1719,12.260498806407346
1720,12.318651136153678
1721,11.918307383214403
1722,11.713769179525455
1723,11.918280294708605
1724,12.218877133958102
1725,12.389084930887616
1726,12.12033948187671
1727,11.955970630477653
1728,11.986439751659873
1729,12.049946779509735
1730,11.92642180093548
1731,11.647352615198377
1732,11.748709075120722
1733,11.603154394635048
1734,11.70486957138296
1735,11.605391867219431
1736,11.549344858990892
1737,12.575135693941101
1738,12.509431461402896
1739,12.331779683580047
1740,12.286874652810067
1741,12.176114667126358
1742,12.068864375126196
1743,12.087656049446196
1744,12.853330040001055
1745,12.280288962168388
1746,12.082879219906708
1747,12.297005662459938
1748,12.279512372916912
1749,11.85730897477141
1750,11.727335578206274
1751,12.404136700295997
1752,11.623450991280855
1753,11.943403775648097
1754,12.168445074521896
1755,12.051866208815646
1756,11.752678354282237
